acc,avespotlen,num_chunks,gbases,chunk_size,chunk
SRR22035312,292,3,37.935,51369864,3
ERR1078383,252,5,63.492000000000004,59523810,2
SRR19514066,299,12,166.312,50167225,4
SRR18067382,217,5,66.724,69124424,2
SRR26090904,302,4,59.383,49668875,1
ERR12725703,302,6,84.657,49668875,3
SRR15145664,302,6,87.657,49668875,3
ERR1884142,152,3,34.439,98684211,1
SRR12529378,300,4,54.59,50000000,2
SRR12113383,302,7,92.664,49668875,3
SRR12529101,300,4,55.288000000000004,50000000,4
SRR23081785,302,11,162.524,49668875,10
ERR4592246,479,8,115.645,31315241,1
SRR30757714,300,6,86.32600000000001,50000000,2
SRR23274491,300,8,106.108,50000000,5
ERR3719151,300,4,53.019,50000000,1
SRR30757732,300,5,62.078,50000000,2
SRR7638329,302,3,44.802,49668875,3
ERR9589344,300,6,76.81,50000000,6
SRR25400523,300,4,54.782000000000004,50000000,2
ERR9287629,300,5,71.654,50000000,4
SRR29483031,300,7,93.68900000000001,50000000,6
SRR13608720,300,3,40.354,50000000,2
SRR23595543,150,7,90.993,100000000,4
ERR10101805,298,5,64.741,50335571,4
ERR12141301,302,3,32.24,49668875,2
SRR21863492,302,3,35.124,49668875,3
SRR873599,300,5,69.54,50000000,2
SRR20381880,264,3,40.269,56818182,1
SRR9640551,288,5,71.068,52083334,2
SRR13002032,302,6,82.843,49668875,3
SRR8451836,302,7,104.965,49668875,2
SRR11712053,302,3,39.203,49668875,1
SRR31127826,300,3,33.184,50000000,2
SRR12613940,302,4,54.033,49668875,3
ERR1078379,252,5,62.924,59523810,2
SRR9199083,291,5,63.218,51546392,3
SRR31309811,295,5,62.364000000000004,50847458,3
ERR9287632,150,6,85.09700000000001,100000000,4
SRR28145975,202,3,33.612,74257426,1
ERR3478707,302,3,38.868,49668875,3
SRR27216460,300,5,62.098,50000000,5
SRR20963234,302,3,41.93,49668875,1
SRR27742818,302,7,93.003,49668875,3
ERR11512813,295,3,41.386,50847458,3
SRR30952566,302,5,64.485,49668875,4
SRR28640821,300,4,58.079,50000000,2
SRR5451585,302,4,58.879,49668875,2
SRR30025521,298,3,30.36,50335571,2
SRR24976336,300,4,47.408,50000000,3
SRR5903362,502,3,39.974000000000004,29880479,3
SRR12131164,300,3,32.014,50000000,1
SRR13325279,300,7,99.371,50000000,3
SRR18067299,270,8,115.974,55555556,3
SRR17331998,300,3,44.75,50000000,2
SRR7186478,300,4,59.182,50000000,4
ERR2762138,196,3,43.706,76530613,1
SRR14092371,300,5,73.138,50000000,4
SRR5247065,300,4,55.762,50000000,1
ERR7437009,299,4,53.72,50167225,4
SRR29488225,300,11,155.401,50000000,7
ERR599057,198,3,32.202,75757576,3
SRR27128107,302,3,38.118,49668875,2
SRR24078693,302,3,44.773,49668875,1
SRR25119214,302,3,31.705000000000002,49668875,1
SRR22865511,302,3,44.894,49668875,2
SRR30757686,300,3,31.64,50000000,1
ERR7437641,294,3,35.09,51020409,1
ERR10048405,300,11,152.28,50000000,9
ERR13063755,202,4,53.946,74257426,2
SRR26457610,302,6,81.07900000000001,49668875,1
SRR23617291,290,5,62.56,51724138,2
SRR22585838,299,4,48.927,50167225,4
SRR27132215,301,6,87.71600000000001,49833888,5
SRR25119187,302,6,79.71300000000001,49668875,5
SRR21663036,302,3,36.72,49668875,3
SRR21418947,300,6,77.287,50000000,5
SRR14308225,302,4,54.507,49668875,4
ERR868347,195,3,37.793,76923077,3
SRR12204848,300,5,60.792,50000000,4
SRR11907643,300,4,47.587,50000000,1
SRR17827860,299,9,121.924,50167225,2
SRR11195288,259,5,71.783,57915058,1
SRR28813923,602,7,90.57300000000001,24916944,1
SRR5439155,502,5,62.252,29880479,1
SRR11343831,302,3,33.287,49668875,1
SRR14699982,298,9,123.232,50335571,1
SRR14308225,302,4,54.507,49668875,3
ERR2752153,191,3,43.479,78534032,3
SRR25445049,300,3,39.12,50000000,3
ERR4691677,198,3,39.18,75757576,1
SRR10917582,302,9,122.69,49668875,6
SRR18067305,244,7,90.002,61475410,7
SRR17827838,299,8,119.331,50167225,7
SRR17827810,299,9,121.26,50167225,1
SRR22405816,298,3,43.381,50335571,2
SRR27132215,301,6,87.71600000000001,49833888,1
SRR18067268,251,5,71.378,59760957,5
ERR10503138,293,4,45.164,51194540,3
SRR28170468,302,3,35.265,49668875,1
SRR12333072,294,4,48.058,51020409,1
SRR6787519,300,13,182.786,50000000,3
ERR3415529,149,6,89.997,100671141,3
SRR17827924,299,8,107.83,50167225,8
SRR31308124,177,4,49.431000000000004,84745763,4
SRR30757747,300,9,123.04,50000000,5
ERR14172389,300,8,105.183,50000000,3
SRR26589678,300,5,60.906,50000000,3
SRR3989307,300,4,49.254,50000000,2
ERR10048383,300,7,92.34400000000001,50000000,7
SRR17827879,299,8,111.584,50167225,5
ERR11270454,80,4,52.893,187500000,4
SRR30946883,302,3,44.938,49668875,1
SRR24908219,298,4,54.664,50335571,2
ERR9606625,301,4,48.276,49833888,2
SRR17827846,299,8,116.218,50167225,2
SRR18150545,300,4,49.889,50000000,4
DRR597821,202,8,109.67,74257426,2
SRR29299492,310,3,38.525,48387097,3
SRR4449258,250,11,158.635,60000000,8
SRR18502803,302,9,134.104,49668875,3
SRR28982151,300,6,79.16,50000000,6
SRR10034624,252,3,42.734,59523810,3
SRR21663136,302,4,58.762,49668875,2
SRR22198312,302,4,50.471000000000004,49668875,1
ERR635998,202,3,30.902,74257426,1
SRR28001884,300,4,51.151,50000000,3
SRR6478752,302,3,34.817,49668875,2
SRR29409560,300,4,53.305,50000000,4
ERR13063755,202,4,53.946,74257426,3
SRR23287134,302,5,68.21000000000001,49668875,2
ERR6472813,137,3,30.148,109489052,1
SRR30952590,302,12,166.37,49668875,3
SRR23272295,300,7,100.84,50000000,5
ERR1726772,186,3,30.507,80645162,3
ERR538186,193,3,41.633,77720208,3
SRR7614767,302,4,57.691,49668875,3
SRR10145194,302,8,117.537,49668875,7
SRR17418345,300,3,31.477,50000000,2
DRR337523,302,3,39.677,49668875,2
SRR26589679,300,5,64.19500000000001,50000000,3
SRR27710304,300,3,42.116,50000000,1
SRR21487923,302,4,53.123,49668875,2
SRR5247065,300,4,55.762,50000000,4
SRR21860267,302,3,35.628,49668875,2
SRR17827948,299,8,115.805,50167225,1
SRR26585208,300,3,35.1,50000000,2
SRR23272286,300,10,145.348,50000000,3
SRR20075022,252,5,72.546,59523810,1
SRR8451842,302,7,93.947,49668875,4
SRR5439155,502,5,62.252,29880479,4
SRR23617217,290,3,41.476,51724138,2
SRR9948794,300,3,38.044000000000004,50000000,3
SRR490134,300,4,59.254,50000000,1
SRR17827900,299,8,115.239,50167225,7
SRR3507924,155,8,109.752,96774194,6
SRR16555206,300,4,56.236000000000004,50000000,2
SRR30757752,300,4,51.533,50000000,4
ERR8158273,300,11,151.153,50000000,2
SRR29093015,300,6,85.533,50000000,4
SRR18067408,269,5,68.17,55762082,2
SRR12682493,302,4,54.786,49668875,1
SRR404225,300,4,57.03,50000000,3
ERR594304,200,3,32.413000000000004,75000000,1
SRR28520284,302,7,97.33200000000001,49668875,7
SRR408201,300,7,102.562,50000000,7
SRR13444021,300,4,54.414,50000000,2
ERR9606631,301,4,45.398,49833888,4
SRR10145194,302,8,117.537,49668875,3
SRR3195483,300,7,95.33500000000001,50000000,5
ERR10503269,297,5,65.065,50505051,4
SRR31127835,300,5,66.822,50000000,3
SRR3984893,300,4,49.264,50000000,3
DRR483935,302,11,150.27,49668875,4
SRR23287138,302,7,94.24,49668875,2
SRR23274476,302,8,108.467,49668875,5
SRR30894614,302,12,172.199,49668875,5
ERR10101481,150,3,34.534,100000000,2
ERR10048407,300,8,105.147,50000000,7
ERR3378028,149,6,89.912,100671141,4
SRR18067239,263,6,89.502,57034221,5
SRR32285417,300,6,77.43900000000001,50000000,3
SRR16980863,300,3,43.7,50000000,1
SRR22580797,302,3,33.385,49668875,2
ERR11270482,202,3,34.681,74257426,3
SRR23272322,300,7,102.417,50000000,3
SRR13308538,299,3,33.871,50167225,2
SRR1817244,94,3,30.388,159574469,2
SRR28285656,296,3,34.291000000000004,50675676,3
SRR24800280,299,3,39.469,50167225,2
SRR7151429,302,3,32.54,49668875,2
SRR2637699,202,7,99.601,74257426,4
SRR25445036,300,3,40.386,50000000,2
SRR8451836,302,7,104.965,49668875,7
ERR7221610,302,9,122.843,49668875,2
SRR28004156,300,11,154.008,50000000,11
SRR27561773,300,3,31.959,50000000,2
ERR9287629,300,5,71.654,50000000,3
ERR599074,196,3,36.84,76530613,2
SRR12113390,301,9,131.57,49833888,8
SRR5158456,202,4,47.699,74257426,2
SRR16971104,300,7,92.82600000000001,50000000,3
SRR28362879,302,3,34.379,49668875,3
SRR26114376,302,3,36.925000000000004,49668875,2
SRR5576148,302,5,72.003,49668875,3
SRR3506420,187,5,72.084,80213904,5
SRR16555207,300,4,48.794000000000004,50000000,4
SRR28520291,302,7,103.021,49668875,2
SRR14212118,297,3,34.261,50505051,3
SRR15145666,302,9,131.122,49668875,2
SRR18067431,237,5,69.402,63291140,1
SRR32129102,300,4,54.661,50000000,4
ERR1726695,191,3,35.763,78534032,3
ERR3415696,149,6,89.997,100671141,2
SRR10917568,302,6,76.042,49668875,4
SRR7448321,298,8,109.214,50335571,3
SRR10238606,520,9,120.386,28846154,1
SRR19044048,300,13,181.662,50000000,13
ERR9589353,300,3,42.254,50000000,3
SRR32285417,300,6,77.43900000000001,50000000,2
SRR15910077,295,8,108.76,50847458,8
SRR27216472,300,5,61.488,50000000,1
DRR374620,151,11,154.386,99337749,6
SRR15313072,300,8,117.783,50000000,4
SRR21418661,290,4,59.918,51724138,3
SRR17827898,299,8,107.721,50167225,3
SRR23272298,300,7,101.395,50000000,7
SRR17827858,299,7,102.408,50167225,3
DRR597821,202,8,109.67,74257426,4
SRR19514064,298,13,192.91400000000002,50335571,4
SRR25919503,301,4,57.625,49833888,3
ERR8049381,300,3,37.639,50000000,3
SRR11614243,302,4,59.387,49668875,3
SRR28520283,302,8,109.921,49668875,1
SRR32210694,300,5,68.22200000000001,50000000,3
SRR30757671,300,5,71.891,50000000,2
SRR29660200,300,6,80.83,50000000,5
SRR12059165,300,5,66.63,50000000,2
SRR7097861,302,4,45.698,49668875,2
SRR30757731,300,5,62.694,50000000,3
SRR24011133,302,4,48.286,49668875,3
ERR8050696,300,10,144.324,50000000,7
SRR17827829,299,9,121.31700000000001,50167225,2
SRR14879653,300,6,78.013,50000000,4
SRR13374487,300,3,41.887,50000000,2
SRR28285593,296,4,47.582,50675676,4
SRR32120266,300,3,31.911,50000000,1
SRR5451658,302,4,52.765,49668875,2
SRR9040906,302,3,30.503,49668875,2
ERR868378,196,3,36.618,76530613,1
SRR18067261,270,6,75.425,55555556,1
ERR9598523,300,4,56.660000000000004,50000000,4
SRR12358611,250,3,37.371,60000000,1
SRR30757672,300,6,75.95400000000001,50000000,1
ERR10048366,300,9,132.222,50000000,7
SRR30503359,298,4,47.655,50335571,1
ERR5863108,300,4,53.576,50000000,4
SRR13892592,300,5,65.889,50000000,5
ERR599244,203,3,31.275000000000002,73891626,2
SRR18067480,253,6,81.37,59288538,1
SRR11430612,300,5,67.039,50000000,2
SRR26718047,302,5,65.24,49668875,4
SRR21663101,302,3,35.398,49668875,3
SRR15145665,302,3,44.189,49668875,2
SRR21610156,300,6,79.833,50000000,5
SRR30894615,302,10,147.305,49668875,5
SRR22388310,302,3,32.715,49668875,1
ERR2092774,301,4,57.783,49833888,3
SRR10916955,302,6,75.57000000000001,49668875,1
SRR12529103,300,4,50.247,50000000,1
ERR3719156,300,3,39.625,50000000,1
SRR18067412,243,5,72.615,61728396,2
ERR10921505,300,3,43.966,50000000,2
SRR17827905,299,7,101.456,50167225,6
SRR14878424,302,10,135.132,49668875,10
SRR4465032,250,3,39.741,60000000,2
SRR31127861,300,3,30.614,50000000,1
SRR9006730,302,4,57.946,49668875,1
DRR374618,151,11,153.595,99337749,6
SRR25400536,300,4,50.222,50000000,1
SRR17827860,299,9,121.924,50167225,5
SRR21663091,302,4,52.529,49668875,2
SRR23272325,300,7,103.163,50000000,3
SRR6787519,300,13,182.786,50000000,4
SRR26718051,302,4,51.575,49668875,1
ERR9606621,301,4,46.091,49833888,2
SRR26718058,302,4,45.464,49668875,1
ERR4592244,493,7,102.21900000000001,30425964,6
SRR10051525,300,6,80.062,50000000,2
ERR10479404,300,6,86.09,50000000,2
ERR12084899,300,4,58.429,50000000,3
SRR21663087,302,3,36.335,49668875,1
DRR483935,302,11,150.27,49668875,8
SRR29409584,300,3,34.948,50000000,3
SRR18067600,229,6,76.286,65502184,4
ERR8263366,300,7,104.32900000000001,50000000,1
SRR19747158,302,3,41.526,49668875,3
ERR10466681,300,3,30.946,50000000,2
ERR1078377,252,3,36.247,59523810,1
SRR26974200,300,4,54.041000000000004,50000000,3
SRR24041371,292,3,40.829,51369864,1
SRR18214653,302,3,37.966,49668875,3
SRR28370467,301,5,68.07600000000001,49833888,1
SRR11430617,300,5,61.488,50000000,5
SRR30757745,300,6,89.627,50000000,6
SRR6837583,502,3,34.997,29880479,2
SRR30757670,300,5,66.14,50000000,4
ERR10101735,298,5,71.271,50335571,4
SRR31444231,302,4,59.063,49668875,2
SRR8466249,302,5,74.81,49668875,1
ERR1078379,252,5,62.924,59523810,4
SRR11792750,281,3,38.575,53380783,2
SRR28401783,295,3,30.134,50847458,2
SRR7990334,302,5,67.9,49668875,4
SRR27240513,302,8,117.71300000000001,49668875,4
SRR6977655,302,3,32.368,49668875,1
SRR15377963,302,4,49.232,49668875,3
SRR398114,300,7,102.562,50000000,6
ERR13868584,283,3,31.914,53003534,1
SRR22198299,302,4,52.800000000000004,49668875,2
SRR18218230,300,3,40.783,50000000,1
SRR9043709,302,3,35.532000000000004,49668875,2
SRR12113423,301,8,111.223,49833888,8
ERR10048369,300,9,128.481,50000000,4
SRR29409560,300,4,53.305,50000000,1
ERR9939477,129,4,47.377,116279070,3
SRR14005094,302,4,51.212,49668875,3
SRR29337671,501,3,41.215,29940120,1
SRR11835592,302,4,59.275,49668875,1
SRR22444271,302,5,62.587,49668875,5
SRR25822718,302,9,126.247,49668875,1
SRR13622961,302,5,62.256,49668875,1
SRR27216438,300,6,85.89,50000000,2
ERR1726876,198,3,42.748,75757576,2
SRR15442732,300,3,42.658,50000000,3
SRR28813924,602,10,137.189,24916944,3
ERR4691778,198,3,38.21,75757576,1
SRR12529284,300,3,36.056,50000000,1
SRR23272319,300,7,101.925,50000000,1
SRR23300979,293,6,77.405,51194540,2
SRR15313072,300,8,117.783,50000000,2
ERR4691845,201,3,33.748,74626866,1
SRR7624229,302,3,32.423,49668875,2
SRR26080959,300,5,62.160000000000004,50000000,5
SRR11729748,302,3,37.769,49668875,1
SRR8144073,302,4,45.105000000000004,49668875,3
SRR14699982,298,9,123.232,50335571,7
ERR14207172,292,4,53.907000000000004,51369864,3
SRR15648690,300,7,104.85300000000001,50000000,4
SRR5258708,502,5,60.973,29880479,1
SRR30197783,300,3,38.52,50000000,2
SRR8556258,302,7,96.389,49668875,6
ERR11673516,302,3,30.639,49668875,1
SRR12529103,300,4,50.247,50000000,4
SRR19514064,298,13,192.91400000000002,50335571,9
SRR13325280,300,8,117.015,50000000,6
SRR8554445,302,10,140.141,49668875,4
SRR31948127,298,4,47.968,50335571,2
ERR8052777,300,8,119.19500000000001,50000000,6
SRR9008757,302,5,68.571,49668875,2
ERR9973194,302,5,72.417,49668875,2
SRR30757737,300,6,80.843,50000000,5
SRR30952579,302,8,105.932,49668875,8
ERR10048385,300,9,125.372,50000000,4
SRR7990334,302,5,67.9,49668875,5
ERR10753961,302,10,135.647,49668875,8
ERR3224600,300,3,35.815,50000000,1
SRR29606230,302,7,98.378,49668875,4
ERR10921240,298,3,38.283,50335571,3
SRR15910079,294,8,117.45700000000001,51020409,6
SRR23287148,300,8,113.443,50000000,6
SRR17794262,300,3,41.403,50000000,2
SRR15730553,302,4,45.01,49668875,3
SRR9009773,302,11,157.528,49668875,1
SRR8466249,302,5,74.81,49668875,2
SRR11609031,302,9,129.868,49668875,9
SRR27128357,302,9,125.22800000000001,49668875,3
SRR30757743,300,5,74.315,50000000,5
SRR15101731,300,3,33.914,50000000,2
ERR10298319,276,3,33.352000000000004,54347827,3
SRR14308225,302,4,54.507,49668875,2
SRR7638329,302,3,44.802,49668875,1
SRR28147569,300,3,33.041000000000004,50000000,1
SRR9648402,302,8,105.304,49668875,5
SRR16915453,298,4,55.919000000000004,50335571,2
ERR10482438,300,3,43.6,50000000,2
SRR26090904,302,4,59.383,49668875,3
SRR29483041,299,7,94.105,50167225,5
SRR15436121,302,4,59.994,49668875,1
SRR12887161,300,8,106.48700000000001,50000000,4
SRR30757732,300,5,62.078,50000000,4
ERR868353,195,3,31.367,76923077,3
SRR13326506,300,6,80.559,50000000,4
DRR483935,302,11,150.27,49668875,3
SRR18067342,256,4,59.731,58593750,4
SRR26115370,302,3,32.302,49668875,3
SRR17827840,299,8,116.102,50167225,6
ERR10921280,301,3,37.262,49833888,2
SRR14878424,302,10,135.132,49668875,6
SRR8543849,302,5,73.856,49668875,1
SRR10312501,302,4,47.504,49668875,4
SRR28004143,300,11,156.026,50000000,3
SRR17827922,299,8,115.21300000000001,50167225,1
SRR18067428,248,6,80.446,60483871,5
ERR11205110,302,4,53.818,49668875,1
ERR12319596,299,8,115.769,50167225,3
SRR10854627,302,6,83.096,49668875,1
SRR26940905,277,8,110.411,54151625,4
SRR12113383,302,7,92.664,49668875,4
SRR22198273,302,4,50.664,49668875,1
ERR3150489,500,5,70.699,30000000,1
ERR9939487,128,4,48.613,117187500,3
SRR23946044,302,5,65.32300000000001,49668875,3
SRR31012791,302,4,46.154,49668875,2
SRR12282708,302,3,32.883,49668875,2
SRR29782976,300,11,161.536,50000000,2
ERR10921674,300,4,46.768,50000000,3
SRR14710902,302,3,41.144,49668875,1
SRR21116739,302,10,142.27100000000002,49668875,9
SRR12887161,300,8,106.48700000000001,50000000,7
SRR21610154,300,9,121.604,50000000,1
SRR14699987,300,9,121.14,50000000,1
SRR22098079,302,9,121.269,49668875,9
SRR30757738,300,6,86.888,50000000,1
SRR26718013,302,4,55.387,49668875,1
ERR1726897,194,3,33.979,77319588,1
SRR22388076,302,3,40.495,49668875,3
SRR28369933,301,5,64.511,49833888,1
SRR20217179,302,5,63.124,49668875,1
SRR10917568,302,6,76.042,49668875,2
SRR16100378,300,3,40.354,50000000,1
SRR21663075,302,4,45.412,49668875,2
SRR18292663,300,3,34.143,50000000,2
SRR14308230,302,3,37.997,49668875,1
SRR29884474,302,3,43.277,49668875,1
SRR18078965,280,9,133.479,53571429,4
ERR9606734,299,3,30.831,50167225,1
SRR31577540,302,3,35.99,49668875,1
ERR11270479,202,3,38.191,74257426,3
SRR12313483,502,3,33.33,29880479,1
SRR32120247,300,3,31.834,50000000,2
SRR408198,200,4,58.183,75000000,4
SRR28925565,302,4,56.514,49668875,2
ERR4234199,300,7,98.348,50000000,7
SRR15910073,295,8,112.686,50847458,3
SRR30757704,300,5,70.865,50000000,1
SRR22943982,95,5,69.574,157894737,4
SRR496400,300,4,52.341,50000000,3
ERR3761223,300,3,33.171,50000000,3
SRR11609031,302,9,129.868,49668875,6
SRR9952630,250,3,34.284,60000000,3
SRR17827810,299,9,121.26,50167225,3
SRR13312995,302,4,51.608000000000004,49668875,3
ERR7445234,295,3,39.731,50847458,2
ERR13063751,202,3,35.869,74257426,2
SRR30952581,302,9,126.318,49668875,1
SRR26425192,302,3,34.079,49668875,2
SRR30952561,302,8,113.398,49668875,1
SRR26046966,300,4,47.86,50000000,3
ERR2179512,300,9,129.337,50000000,1
SRR28520271,302,6,86.86,49668875,6
SRR8554882,302,5,66.771,49668875,4
SRR27708484,302,3,32.138,49668875,2
SRR17827867,299,9,132.964,50167225,7
ERR10048370,300,8,105.03,50000000,4
SRR29217027,300,7,98.051,50000000,7
SRR28417441,302,6,81.895,49668875,3
SRR26115370,302,3,32.302,49668875,2
ERR6472813,137,3,30.148,109489052,2
SRR4449258,250,11,158.635,60000000,4
SRR10854624,302,5,61.672000000000004,49668875,4
SRR11119762,302,6,82.642,49668875,6
ERR1726650,196,3,35.647,76530613,1
SRR31374348,202,7,103.23100000000001,74257426,6
ERR3224594,300,3,36.818,50000000,2
SRR21863521,302,3,30.642,49668875,1
ERR3697024,302,8,107.19800000000001,49668875,6
SRR15172445,213,3,37.7,70422536,2
SRR11566662,302,6,75.629,49668875,2
SRR10168434,500,4,55.149,30000000,2
SRR25490524,294,3,34.716,51020409,3
SRR22824308,300,4,52.724000000000004,50000000,4
SRR30503361,298,3,40.741,50335571,2
SRR8451838,302,7,104.21900000000001,49668875,6
SRR29337676,501,3,38.188,29940120,1
SRR27336813,302,4,49.142,49668875,3
SRR490148,300,8,119.334,50000000,6
SRR26718058,302,4,45.464,49668875,3
SRR28560042,300,5,63.879,50000000,1
SRR12529079,300,4,57.017,50000000,2
SRR8733528,300,3,39.773,50000000,2
SRR19174369,300,4,54.056000000000004,50000000,3
SRR25194339,300,3,38.313,50000000,3
DRR067590,200,4,47.649,75000000,2
SRR6011892,500,3,38.239000000000004,30000000,1
ERR10493316,110,3,38.953,136363637,1
SRR26457461,302,5,74.368,49668875,3
SRR31641002,300,7,90.035,50000000,7
ERR6472812,127,3,35.232,118110237,3
SRR17827905,299,7,101.456,50167225,3
SRR18148740,300,3,35.427,50000000,1
SRR17827825,299,8,107.783,50167225,2
SRR5451658,302,4,52.765,49668875,4
SRR8451834,302,7,100.116,49668875,6
ERR7563588,300,3,30.46,50000000,2
SRR9008937,302,4,47.418,49668875,3
SRR24908265,296,3,44.730000000000004,50675676,3
ERR1857086,282,3,31.544,53191490,1
SRR12684591,302,4,55.132,49668875,3
SRR28370466,301,6,84.244,49833888,5
SRR27216449,300,4,59.474000000000004,50000000,1
ERR4691699,199,3,34.344,75376885,1
ERR3351010,149,6,89.997,100671141,4
SRR29398446,302,3,32.881,49668875,1
SRR5262251,502,8,114.006,29880479,8
DRR582137,297,4,45.512,50505051,4
SRR13001970,302,8,108.328,49668875,6
SRR30757690,300,3,37.814,50000000,1
SRR15730530,302,3,40.661,49668875,2
SRR23264968,300,3,38.703,50000000,3
SRR31482505,299,3,31.412,50167225,2
SRR21860280,302,3,40.137,49668875,1
SRR2657215,202,5,65.283,74257426,1
ERR12177211,296,4,58.064,50675676,4
SRR23081785,302,11,162.524,49668875,8
SRR26909981,302,5,62.201,49668875,1
ERR9606645,301,3,41.907000000000004,49833888,1
SRR14117195,300,3,30.618000000000002,50000000,3
SRR18067239,263,6,89.502,57034221,1
ERR10048384,300,7,104.535,50000000,1
SRR29782983,300,9,130.59,50000000,8
SRR14689431,302,5,65.549,49668875,5
SRR26717989,302,4,48.419000000000004,49668875,1
SRR21663091,302,4,52.529,49668875,1
SRR11832710,302,5,68.373,49668875,3
SRR12690099,302,9,129.82,49668875,4
SRR28370465,301,6,85.123,49833888,2
SRR23378605,302,4,59.398,49668875,2
DRR374620,151,11,154.386,99337749,5
ERR1726598,198,3,36.448,75757576,2
SRR7106943,186,3,34.183,80645162,2
ERR9973194,302,5,72.417,49668875,4
SRR27907454,300,3,33.111000000000004,50000000,1
SRR30025401,297,4,48.617000000000004,50505051,1
SRR29340322,300,8,115.252,50000000,2
SRR23287138,302,7,94.24,49668875,1
ERR9606730,301,3,31.678,49833888,3
SRR17827912,299,8,111.136,50167225,3
SRR29932441,302,7,93.94800000000001,49668875,4
SRR19415658,302,4,47.603,49668875,1
SRR26192775,292,8,117.453,51369864,1
ERR5863203,300,5,60.741,50000000,1
SRR30952601,302,10,142.055,49668875,10
SRR30757682,300,3,38.411,50000000,2
SRR26074175,300,3,36.934,50000000,1
SRR32285424,300,5,64.173,50000000,3
ERR5863106,300,4,47.062,50000000,4
ERR10921726,301,3,44.496,49833888,1
SRR23287139,300,9,131.465,50000000,3
SRR7589583,202,5,60.879,74257426,5
SRR15910063,295,9,122.98400000000001,50847458,8
SRR11119762,302,6,82.642,49668875,3
ERR690509,202,3,33.009,74257426,2
SRR31077516,295,4,52.631,50847458,3
ERR9287617,300,5,71.06,50000000,1
ERR12652050,302,3,34.307,49668875,3
SRR29483057,300,6,79.391,50000000,3
SRR17347229,298,3,31.601,50335571,1
SRR13720463,302,8,109.935,49668875,4
SRR21662962,302,3,39.377,49668875,1
SRR19514066,299,12,166.312,50167225,3
SRR873600,300,5,67.186,50000000,1
SRR15910085,295,8,117.927,50847458,5
SRR22943982,95,5,69.574,157894737,1
ERR4691655,198,3,34.567,75757576,1
ERR11443744,300,5,63.576,50000000,2
ERR10773901,300,9,121.596,50000000,3
SRR8451834,302,7,100.116,49668875,1
SRR12529164,300,3,42.1,50000000,2
SRR31781687,302,7,90.289,49668875,2
SRR14689436,302,4,50.515,49668875,2
SRR22387895,302,3,31.455000000000002,49668875,2
SRR15306712,300,4,53.224000000000004,50000000,2
SRR407295,300,3,39.37,50000000,1
SRR2657215,202,5,65.283,74257426,3
SRR18067534,236,5,60.017,63559323,5
ERR2193292,302,4,53.197,49668875,2
SRR26879390,252,11,155.548,59523810,9
SRR31482545,299,4,47.781,50167225,4
SRR22098123,302,9,121.708,49668875,1
SRR17827907,299,8,113.261,50167225,6
ERR868405,197,3,39.865,76142132,2
ERR1726875,195,3,41.21,76923077,2
SRR28520290,302,7,100.157,49668875,2
ERR868402,187,3,35.703,80213904,1
SRR17635188,302,5,66.723,49668875,3
SRR14689425,302,4,53.604,49668875,2
SRR24098241,310,4,55.321,48387097,2
SRR17827844,299,8,119.497,50167225,5
SRR11069696,302,3,40.051,49668875,3
SRR14689479,302,5,63.542,49668875,4
SRR27128292,300,5,74.145,50000000,1
SRR490130,300,8,115.64,50000000,1
SRR5678814,273,5,62.370000000000005,54945055,2
SRR23595544,300,7,94.968,50000000,4
SRR31444221,302,5,64.429,49668875,3
ERR10101806,301,6,83.485,49833888,3
SRR28640821,300,4,58.079,50000000,3
SRR26124403,302,7,94.007,49668875,1
SRR17827832,299,8,114.726,50167225,6
SRR8862897,302,7,96.235,49668875,4
SRR10267473,299,3,40.579,50167225,3
SRR8144083,302,4,51.906,49668875,1
SRR31323330,300,3,34.94,50000000,2
SRR8439257,302,7,100.793,49668875,7
SRR18067523,197,4,47.388,76142132,2
SRR26718041,302,5,63.652,49668875,5
ERR10509551,300,4,59.331,50000000,1
SRR18067607,266,4,51.732,56390978,4
ERR12084901,300,4,50.08,50000000,3
SRR17827936,299,9,126.03,50167225,1
SRR15910085,295,8,117.927,50847458,2
SRR29340314,300,5,63.276,50000000,4
ERR1726708,189,3,33.099000000000004,79365080,2
SRR24605001,300,4,50.617000000000004,50000000,1
SRR21860268,302,3,39.15,49668875,2
SRR23274482,300,7,104.55,50000000,2
SRR10204416,300,13,187.505,50000000,5
SRR12668996,302,4,47.983000000000004,49668875,2
SRR11593520,300,8,111.233,50000000,1
SRR17827823,299,10,140.81300000000002,50167225,7
SRR26188475,300,3,30.02,50000000,3
SRR11615312,302,4,53.873000000000005,49668875,3
ERR10048380,300,8,105.251,50000000,3
SRR30952586,302,5,64.615,49668875,1
SRR12398545,252,4,57.952,59523810,1
ERR11443746,300,5,66.786,50000000,5
SRR17591292,600,7,90.73700000000001,25000000,4
SRR29488225,300,11,155.401,50000000,8
SRR12684511,302,5,65.644,49668875,5
SRR24908309,298,5,71.894,50335571,4
SRR26909981,302,5,62.201,49668875,4
SRR8451837,302,7,96.346,49668875,5
ERR7746344,285,3,30.469,52631579,3
SRR16555217,300,5,66.616,50000000,3
SRR18067454,261,4,56.685,57471265,4
SRR23617297,289,3,43.288000000000004,51903115,2
SRR30770036,302,3,31.444,49668875,2
SRR10193378,501,7,95.301,29940120,4
SRR22098097,302,9,130.156,49668875,4
