acc,avespotlen,num_chunks,gbases,chunk_size,chunk
SRR6481370,302,22,64.35,9933775,21
ERR11673519,302,13,37.296,9933775,6
SRR18682721,302,11,31.665,9933775,11
SRR1522973,202,13,38.022,14851486,12
SRR28982151,300,27,79.16,10000000,7
SRR15377923,302,17,48.662,9933775,9
ERR3365352,149,30,89.997,20134229,3
SRR3954468,300,18,53.707,10000000,3
SRR873595,300,23,67.389,10000000,22
SRR29337669,501,16,46.879,5988024,5
SRR27132215,301,30,87.71600000000001,9966778,28
SRR6787519,300,61,182.786,10000000,13
SRR30757680,300,16,45.866,10000000,16
SRR25400521,300,18,53.866,10000000,13
SRR9662129,302,14,41.034,9933775,10
SRR30952541,302,13,38.245,9933775,3
SRR30757670,300,23,66.14,10000000,19
SRR17827861,299,34,101.127,10033445,8
SRR25445049,300,14,39.12,10000000,1
ERR3274948,199,40,119.613,15075377,16
ERR2108712,300,12,34.448,10000000,5
SRR17827861,299,34,101.127,10033445,12
ERR10503221,299,17,48.269,10033445,5
SRR3507924,155,37,109.752,19354839,15
SRR18067414,236,28,82.296,12711865,21
SRR5581475,302,16,45.631,9933775,9
SRR28982169,300,52,155.218,10000000,48
ERR7221610,302,41,122.843,9933775,32
ERR1726661,196,13,38.745,15306123,5
ERR3719140,300,17,50.729,10000000,7
SRR12474088,290,14,41.761,10344828,11
SRR15172778,232,13,36.113,12931035,6
SRR13622961,302,21,62.256,9933775,15
SRR30169969,302,34,101.034,9933775,32
SRR12951267,302,22,65.66,9933775,11
SRR10916955,302,26,75.57000000000001,9933775,7
SRR28401846,296,16,47.352000000000004,10135136,15
SRR17827939,299,36,106.299,10033445,13
SRR17827936,299,43,126.03,10033445,19
SRR18067446,261,37,110.51,11494253,5
SRR5823607,202,12,34.782000000000004,14851486,3
SRR15558228,300,11,30.001,10000000,7
ERR1726876,198,15,42.748,15151516,8
ERR4691659,196,12,34.249,15306123,5
SRR27128237,300,17,50.103,10000000,15
ERR6844498,302,40,118.758,9933775,4
SRR5903330,502,15,43.862,5976096,2
SRR25400541,300,18,53.648,10000000,2
SRR23946047,302,30,88.85300000000001,9933775,5
SRR22103700,296,36,105.96600000000001,10135136,35
SRR15436255,302,41,120.99300000000001,9933775,41
SRR29782983,300,44,130.59,10000000,22
SRR23272314,300,43,126.07900000000001,10000000,1
SRR11702760,300,19,54.726,10000000,19
SRR17827859,299,31,91.295,10033445,25
ERR14172389,300,36,105.183,10000000,25
SRR23272319,300,34,101.925,10000000,24
SRR23272323,300,38,111.51,10000000,8
SRR26717981,302,15,43.245,9933775,3
SRR18067446,261,37,110.51,11494253,21
SRR28147569,300,12,33.041000000000004,10000000,6
ERR9973194,302,25,72.417,9933775,19
SRR22098097,302,44,130.156,9933775,8
SRR14289411,300,15,42.311,10000000,1
SRR11593520,300,38,111.233,10000000,33
SRR19415682,302,52,153.258,9933775,28
SRR15172510,250,18,53.156,12000000,12
SRR14292246,300,11,32.803,10000000,10
SRR8439256,302,34,100.043,9933775,5
SRR24098241,310,19,55.321,9677420,1
SRR29093015,300,29,85.533,10000000,23
SRR25158318,300,13,38.394,10000000,5
ERR3200806,481,21,62.432,6237007,4
SRR26974200,300,19,54.041000000000004,10000000,16
SRR31641004,300,31,90.958,10000000,31
SRR28640821,300,20,58.079,10000000,7
SRR12113385,302,41,120.441,9933775,17
SRR18067382,217,23,66.724,13824885,10
SRR29340314,300,22,63.276,10000000,22
ERR3132356,302,47,139.419,9933775,7
SRR28310198,413,13,37.769,7263923,8
SRR29093007,300,23,66.242,10000000,7
ERR599029,198,12,33.917,15151516,5
SRR29133857,300,11,32.577,10000000,4
SRR18067326,246,19,54.013,12195122,6
SRR31308105,232,36,106.971,12931035,26
SRR27217540,300,38,113.9,10000000,18
SRR26589678,300,21,60.906,10000000,10
SRR490136,300,23,66.086,10000000,2
SRR15377930,302,22,65.444,9933775,8
SRR11430614,300,20,59.474000000000004,10000000,9
SRR30757730,300,26,77.866,10000000,3
ERR690509,202,12,33.009,14851486,6
ERR10101727,301,32,95.646,9966778,27
SRR12113401,301,34,101.358,9966778,32
SRR29340338,300,25,72.723,10000000,6
SRR5819384,302,11,30.682000000000002,9933775,6
SRR23287138,302,32,94.24,9933775,23
SRR15927524,300,47,138.654,10000000,41
SRR27128259,300,16,47.736000000000004,10000000,7
SRR8144079,302,21,62.429,9933775,7
SRR18067390,242,25,72.09400000000001,12396695,8
ERR12084899,300,20,58.429,10000000,13
SRR10051512,300,27,79.139,10000000,14
ERR13166146,451,33,96.59100000000001,6651885,19
SRR15377934,302,20,57.126,9933775,4
SRR18653126,300,35,102.065,10000000,6
SRR31127826,300,12,33.184,10000000,6
SRR371318,300,16,46.232,10000000,10
SRR30757747,300,42,123.04,10000000,7
SRR10917493,302,26,75.499,9933775,8
SRR22904596,268,14,39.79,11194030,14
SRR26115522,302,18,52.702,9933775,12
SRR13444021,300,19,54.414,10000000,5
SRR19749265,300,25,73.998,10000000,16
SRR30757677,300,16,46.673,10000000,8
SRR32129088,300,24,70.58,10000000,1
SRR5262251,502,39,114.006,5976096,10
SRR15910079,294,40,117.45700000000001,10204082,10
SRR7083931,300,33,96.008,10000000,19
SRR19500771,294,15,44.804,10204082,1
SRR23287148,300,38,113.443,10000000,23
SRR14699987,300,41,121.14,10000000,3
SRR31444229,302,26,76.752,9933775,5
ERR13319468,426,38,113.178,7042254,10
ERR3761219,300,25,72.998,10000000,4
DRR526189,302,52,155.916,9933775,13
SRR31482477,299,15,42.398,10033445,14
SRR12358611,250,13,37.371,12000000,4
SRR21662977,302,14,40.96,9933775,7
ERR12726942,300,33,98.526,10000000,19
SRR25400498,300,18,52.752,10000000,7
SRR490155,300,18,53.014,10000000,14
SRR6841377,302,25,74.47,9933775,10
ERR9585962,300,21,62.816,10000000,3
SRR15910085,295,40,117.927,10169492,34
SRR21662962,302,14,39.377,9933775,12
SRR5451372,302,20,59.057,9933775,6
SRR25013897,300,20,58.975,10000000,18
SRR26940742,291,17,48.86,10309279,1
ERR10503269,297,22,65.065,10101011,8
SRR29284417,176,17,50.733000000000004,17045455,14
SRR19514071,299,55,162.227,10033445,34
SRR26589678,300,21,60.906,10000000,19
SRR30563924,302,25,73.694,9933775,17
SRR24888648,302,14,39.203,9933775,5
SRR30757744,300,25,74.863,10000000,24
SRR13892602,300,21,61.679,10000000,18
SRR12366012,302,38,111.042,9933775,8
SRR28004155,300,55,163.663,10000000,5
SRR11195279,225,25,72.495,13333334,19
ERR3346067,149,30,89.997,20134229,18
SRR873595,300,23,67.389,10000000,15
SRR22198280,302,16,45.745,9933775,5
SRR408201,300,35,102.562,10000000,2
SRR13061000,302,13,36.215,9933775,5
ERR3200806,481,21,62.432,6237007,21
SRR22103702,296,66,195.353,10135136,14
SRR7080722,302,13,38.805,9933775,11
ERR3094302,257,13,36.392,11673152,1
SRR18067265,264,23,66.909,11363637,3
SRR28369933,301,22,64.511,9966778,18
SRR26124403,302,32,94.007,9933775,32
SRR31575926,298,13,37.829,10067115,13
SRR24201604,290,14,40.614000000000004,10344828,9
SRR9043700,302,11,31.763,9933775,7
SRR18067252,260,26,77.621,11538462,26
SRR26718047,302,22,65.24,9933775,5
SRR5198900,502,46,135.668,5976096,27
SRR19514070,299,51,152.931,10033445,6
SRR6031142,300,13,38.207,10000000,11
SRR24908280,297,21,60.193,10101011,10
SRR20627839,302,16,47.730000000000004,9933775,13
SRR18067480,253,28,81.37,11857708,22
SRR7151429,302,11,32.54,9933775,5
SRR23617286,289,25,72.996,10380623,5
DRR374618,151,52,153.595,19867550,21
SRR27710302,300,15,44.504,10000000,1
SRR9005026,302,20,59.231,9933775,14
SRR27128281,300,19,56.674,10000000,12
ERR1039457,302,12,34.775,9933775,8
ERR10503161,298,15,44.218,10067115,3
SRR23559316,300,15,42.932,10000000,7
SRR5468153,302,20,58.749,9933775,17
ERR6472812,127,12,35.232,23622048,7
SRR25203944,293,16,45.943,10238908,8
SRR13254584,302,22,63.225,9933775,2
SRR30347323,291,18,51.505,10309279,17
SRR8862896,302,35,102.443,9933775,20
SRR27217540,300,38,113.9,10000000,6
SRR7010048,302,19,56.049,9933775,7
ERR9287626,300,31,90.601,10000000,8
SRR15130126,302,16,46.998,9933775,4
SRR30952572,302,38,113.667,9933775,10
SRR9617604,302,23,66.783,9933775,10
SRR15306712,300,18,53.224000000000004,10000000,18
ERR7738628,275,12,34.151,10909091,7
SRR17284033,297,14,39.215,10101011,1
SRR15648690,300,35,104.85300000000001,10000000,28
ERR9591563,300,25,74.234,10000000,17
SRR1179181,101,20,59.063,29702971,16
SRR24098306,310,14,39.308,9677420,1
SRR10429148,300,30,87.626,10000000,25
SRR8451843,302,31,91.07300000000001,9933775,29
SRR20652296,500,12,33.963,6000000,5
SRR28359763,302,24,70.167,9933775,5
SRR6516162,302,11,31.085,9933775,11
SRR26046864,300,14,39.883,10000000,12
SRR15532681,302,56,166.576,9933775,28
SRR29483030,300,29,86.011,10000000,17
SRR9045849,302,19,56.936,9933775,18
SRR30952574,302,35,104.94200000000001,9933775,31
SRR29063594,300,13,37.423,10000000,6
SRR15532681,302,56,166.576,9933775,27
SRR5258708,502,21,60.973,5976096,15
ERR9939487,128,17,48.613,23437500,7
ERR3200798,292,11,31.622,10273973,9
SRR26080962,300,15,44.608000000000004,10000000,9
ERR12726942,300,33,98.526,10000000,21
SRR8894379,300,28,83.484,10000000,1
SRR30952567,302,30,88.851,9933775,4
SRR28004156,300,52,154.008,10000000,1
SRR12681395,302,17,50.914,9933775,14
SRR30757754,300,33,98.572,10000000,13
SRR27423419,302,13,36.971000000000004,9933775,2
SRR19514064,298,65,192.91400000000002,10067115,35
SRR30563938,302,21,60.994,9933775,11
SRR26209553,302,16,46.94,9933775,6
SRR17827838,299,40,119.331,10033445,16
SRR25400535,300,21,60.72,10000000,17
SRR21163443,300,11,30.383,10000000,5
ERR868418,193,12,33.956,15544042,1
SRR5203331,302,18,51.296,9933775,16
SRR15182417,300,32,94.272,10000000,2
SRR31155649,300,29,85.223,10000000,19
SRR12366012,302,38,111.042,9933775,17
SRR22098082,302,28,83.538,9933775,24
SRR7152676,302,12,33.171,9933775,4
SRR25400495,300,20,58.013,10000000,12
SRR30952573,302,48,141.229,9933775,27
SRR7186484,300,21,62.303000000000004,10000000,7
SRR23287144,300,34,101.444,10000000,7
SRR26585194,300,14,39.433,10000000,1
SRR2133850,103,19,54.417,29126214,12
SRR23272319,300,34,101.925,10000000,14
SRR9617900,302,31,90.658,9933775,26
SRR30952577,302,38,113.665,9933775,17
SRR19174373,300,20,59.944,10000000,15
SRR21663158,302,13,36.349000000000004,9933775,9
SRR25194355,300,11,32.428,10000000,5
SRR10051512,300,27,79.139,10000000,16
SRR23015450,302,18,52.093,9933775,5
SRR27730014,300,16,46.112,10000000,14
ERR2752155,199,15,42.199,15075377,7
SRR18067480,253,28,81.37,11857708,7
SRR26457610,302,28,81.07900000000001,9933775,10
SRR23272277,300,42,124.227,10000000,37
SRR28640821,300,20,58.079,10000000,8
SRR11714420,302,20,58.167,9933775,6
SRR21663075,302,16,45.412,9933775,10
SRR12113412,301,36,107.675,9966778,34
ERR12084901,300,17,50.08,10000000,4
SRR26080959,300,21,62.160000000000004,10000000,8
SRR15377959,302,20,59.387,9933775,4
ERR599317,193,13,36.893,15544042,10
ERR10921478,300,14,41.334,10000000,3
SRR14092377,300,15,43.833,10000000,7
SRR22103693,296,45,132.169,10135136,1
ERR10048364,300,32,94.205,10000000,32
ERR10921299,301,14,41.833,9966778,3
SRR490149,300,38,113.894,10000000,3
SRR8439261,302,36,107.173,9933775,4
SRR5451359,302,23,67.534,9933775,20
SRR30952552,302,13,36.776,9933775,1
SRR30410461,300,15,43.076,10000000,6
SRR31168923,302,13,37.553,9933775,11
SRR26718048,302,15,44.015,9933775,3
SRR32285424,300,22,64.173,10000000,14
SRR30951394,302,52,153.138,9933775,7
SRR29199360,300,34,101.151,10000000,4
SRR14878376,302,57,168.687,9933775,28
ERR12651963,302,24,71.996,9933775,7
SRR9003212,302,33,96.355,9933775,4
SRR8451834,302,34,100.116,9933775,3
SRR27334096,299,17,50.396,10033445,3
SRR14878424,302,46,135.132,9933775,35
SRR28520271,302,29,86.86,9933775,22
SRR13325280,300,40,117.015,10000000,7
SRR15313069,256,34,101.423,11718750,29
SRR24675165,300,12,35.785000000000004,10000000,11
SRR28982169,300,52,155.218,10000000,10
SRR29337672,501,12,33.57,5988024,2
SRR9041123,302,20,57.459,9933775,9
SRR26511548,302,34,99.44500000000001,9933775,10
SRR15172922,233,13,36.223,12875537,2
SRR2133850,103,19,54.417,29126214,5
SRR5248466,300,21,61.716,10000000,7
SRR20652315,500,15,43.536,6000000,5
ERR12084913,300,20,58.5,10000000,12
SRR12887161,300,36,106.48700000000001,10000000,22
SRR22098082,302,28,83.538,9933775,17
SRR29340322,300,39,115.252,10000000,8
ERR7564871,297,23,67.95400000000001,10101011,6
ERR3274945,201,54,159.223,14925374,21
SRR29660204,300,30,88.45700000000001,10000000,13
SRR30757670,300,23,66.14,10000000,11
SRR16531663,302,17,49.556000000000004,9933775,12
SRR27216460,300,21,62.098,10000000,7
SRR14308235,302,19,54.698,9933775,12
ERR9606720,299,12,33.216,10033445,2
SRR18214653,302,13,37.966,9933775,11
SRR17827823,299,47,140.81300000000002,10033445,36
SRR8894379,300,28,83.484,10000000,11
SRR5198900,502,46,135.668,5976096,25
ERR3351010,149,30,89.997,20134229,13
SRR30757754,300,33,98.572,10000000,21
ERR13063744,202,16,46.934,14851486,11
SRR30946883,302,15,44.938,9933775,2
SRR30757747,300,42,123.04,10000000,41
SRR13893410,300,12,35.691,10000000,6
SRR17827919,299,40,119.635,10033445,3
SRR8861596,302,15,42.517,9933775,10
ERR6862852,298,31,92.358,10067115,4
ERR9973198,302,16,46.591,9933775,16
SRR17827936,299,43,126.03,10033445,27
SRR24675157,300,13,36.808,10000000,13
ERR2762131,197,15,43.651,15228427,11
DRR374620,151,52,154.386,19867550,5
SRR17827919,299,40,119.635,10033445,28
SRR24490439,300,17,49.016,10000000,12
SRR7822613,202,14,41.634,14851486,5
SRR11430614,300,20,59.474000000000004,10000000,19
SRR29340338,300,25,72.723,10000000,25
SRR23272322,300,35,102.417,10000000,34
SRR23272325,300,35,103.163,10000000,23
SRR490127,300,42,123.044,10000000,28
SRR19415659,302,56,167.261,9933775,40
SRR13921778,250,18,53.169000000000004,12000000,15
SRR26090903,302,22,63.97,9933775,16
SRR9651461,302,33,97.595,9933775,10
SRR30952572,302,38,113.667,9933775,36
SRR17827847,299,39,114.799,10033445,37
SRR21607485,302,26,77.04,9933775,23
SRR23946008,302,43,127.07600000000001,9933775,11
SRR12113401,301,34,101.358,9966778,9
SRR12681089,300,25,72.888,10000000,17
SRR20217182,302,23,66.045,9933775,8
ERR9287617,300,24,71.06,10000000,12
SRR29021656,302,35,103.871,9933775,27
SRR19514064,298,65,192.91400000000002,10067115,29
ERR3813854,152,12,35.774,19736843,7
SRR23272282,300,35,102.062,10000000,25
SRR7093796,302,17,50.56,9933775,11
ERR3274947,201,55,162.007,14925374,5
SRR11805531,298,16,46.934,10067115,5
SRR26717989,302,17,48.419000000000004,9933775,13
SRR6216944,302,20,59.296,9933775,14
SRR19604652,302,18,53.274,9933775,5
SRR10034631,252,13,36.914,11904762,13
SRR14844114,300,12,33.993,10000000,12
SRR10034625,252,16,47.954,11904762,12
ERR13034248,302,12,33.343,9933775,11
SRR24675153,300,13,36.036,10000000,5
SRR15910072,295,39,115.477,10169492,25
SRR9648404,302,17,50.243,9933775,14
DRR597822,202,38,111.583,14851486,5
SRR9650342,302,39,114.726,9933775,21
SRR29782983,300,44,130.59,10000000,10
SRR18067306,215,18,52.164,13953489,15
ERR10048387,300,35,104.931,10000000,29
SRR2657909,202,17,48.911,14851486,9
SRR29409560,300,18,53.305,10000000,3
SRR26046831,300,15,44.451,10000000,8
SRR5195115,300,12,34.732,10000000,3
SRR29932441,302,32,93.94800000000001,9933775,11
SRR27789065,300,12,35.379,10000000,5
SRR30413551,299,31,90.321,10033445,15
SRR18150554,300,17,50.22,10000000,15
ERR10048390,300,40,117.519,10000000,3
SRR18067237,251,20,57.626,11952192,15
SRR23272323,300,38,111.51,10000000,17
SRR18067609,256,31,92.555,11718750,11
SRR16759749,300,21,61.929,10000000,20
SRR14689431,302,22,65.549,9933775,19
ERR12725703,302,29,84.657,9933775,28
SRR7145724,292,19,56.115,10273973,3
SRR7010047,302,22,64.83,9933775,5
SRR15182419,300,28,83.854,10000000,13
ERR1726597,190,12,33.39,15789474,1
SRR13427716,200,16,47.354,15000000,10
SRR14879651,300,28,81.169,10000000,24
SRR23978762,302,13,37.573,9933775,9
SRR28520288,302,29,84.833,9933775,25
SRR23617205,290,16,46.151,10344828,4
SRR30952578,302,37,110.2,9933775,37
SRR14879665,300,29,86.388,10000000,12
ERR9287893,300,28,83.144,10000000,19
ERR10048364,300,32,94.205,10000000,18
SRR18067237,251,20,57.626,11952192,17
SRR30952586,302,22,64.615,9933775,20
SRR16100378,300,14,40.354,10000000,5
ERR10048383,300,31,92.34400000000001,10000000,30
ERR12177241,299,20,59.800000000000004,10033445,6
SRR26046973,300,16,47.989000000000004,10000000,16
SRR23823815,302,13,38.085,9933775,7
ERR4691655,198,12,34.567,15151516,11
SRR12529158,300,19,54.479,10000000,13
SRR12366012,302,38,111.042,9933775,14
SRR12529158,300,19,54.479,10000000,16
SRR9043661,302,23,67.802,9933775,22
DRR597822,202,38,111.583,14851486,27
DRR526189,302,52,155.916,9933775,6
SRR12153471,302,17,49.112,9933775,5
SRR31656003,302,20,57.33,9933775,5
ERR1726683,196,13,37.729,15306123,6
ERR10921781,301,16,45.027,9966778,7
SRR5262251,502,39,114.006,5976096,14
SRR8451843,302,31,91.07300000000001,9933775,15
SRR21863526,302,11,32.122,9933775,7
SRR9651506,302,26,76.107,9933775,19
SRR13308538,299,12,33.871,10033445,11
SRR14689415,302,16,47.931000000000004,9933775,15
SRR23823823,302,11,30.456,9933775,2
SRR12667203,302,14,41.749,9933775,9
SRR11743028,302,17,50.655,9933775,17
SRR29483030,300,29,86.011,10000000,8
SRR10143270,302,37,109.321,9933775,3
SRR23595544,300,32,94.968,10000000,23
SRR17827905,299,34,101.456,10033445,26
SRR29660183,300,31,91.467,10000000,5
ERR868459,196,12,33.509,15306123,11
SRR9650329,302,25,72.873,9933775,8
SRR21116739,302,48,142.27100000000002,9933775,21
SRR15532681,302,56,166.576,9933775,20
SRR26448209,302,18,51.469,9933775,8
SRR22943982,95,24,69.574,31578948,24
ERR4592243,492,48,141.986,6097561,11
SRR28520272,302,34,101.94800000000001,9933775,6
SRR23274228,300,44,130.335,10000000,22
DRR483935,302,51,150.27,9933775,40
ERR2762113,198,15,44.028,15151516,3
SRR29686276,300,23,67.101,10000000,1
SRR2657209,202,18,53.804,14851486,6
ERR5863108,300,18,53.576,10000000,18
SRR28497702,300,13,36.874,10000000,2
SRR30952600,302,41,122.272,9933775,12
SRR26080960,300,20,58.657000000000004,10000000,18
SRR30952601,302,48,142.055,9933775,23
SRR22387805,302,11,31.427,9933775,2
DRR374620,151,52,154.386,19867550,29
SRR18292663,300,12,34.143,10000000,3
SRR28362875,302,17,50.675000000000004,9933775,6
SRR13892586,300,22,63.082,10000000,11
SRR8881005,302,20,57.844,9933775,4
ERR10921549,300,16,46.043,10000000,3
SRR12113390,301,44,131.57,9966778,42
ERR13166145,492,35,103.262,6097561,24
SRR21662987,302,13,38.053,9933775,3
ERR10921245,301,14,40.307,9966778,11
SRR9617951,302,21,60.118,9933775,15
SRR23946007,302,20,59.453,9933775,12
SRR31558147,300,14,41.188,10000000,13
SRR30757686,300,11,31.64,10000000,7
SRR21863521,302,11,30.642,9933775,9
SRR13001968,302,36,107.997,9933775,6
SRR11069705,302,14,41.091,9933775,2
ERR3624094,299,11,30.521,10033445,5
SRR28982169,300,52,155.218,10000000,35
ERR6862848,294,32,95.524,10204082,26
SRR26348422,300,22,63.776,10000000,5
SRR3195485,300,41,121.59100000000001,10000000,11
SRR23287130,302,13,38.552,9933775,12
ERR10921781,301,16,45.027,9966778,16
ERR1726542,196,13,36.647,15306123,9
SRR2657229,202,49,146.647,14851486,9
SRR26209612,302,16,47.823,9933775,6
SRR27217540,300,38,113.9,10000000,36
SRR5581337,302,19,54.841,9933775,3
SRR23959446,302,11,30.769000000000002,9933775,1
SRR29483034,300,28,83.984,10000000,10
ERR7529638,300,16,47.093,10000000,8
SRR3972149,300,16,45.561,10000000,8
SRR29093015,300,29,85.533,10000000,1
SRR30952556,302,20,57.302,9933775,17
ERR10101701,301,26,77.561,9966778,17
SRR29340322,300,39,115.252,10000000,31
SRR2637699,202,34,99.601,14851486,32
SRR19514064,298,65,192.91400000000002,10067115,4
SRR25400523,300,19,54.782000000000004,10000000,9
SRR8144080,302,17,50.023,9933775,11
SRR11195275,268,35,104.35600000000001,11194030,31
SRR19514069,299,60,177.286,10033445,25
SRR13061046,302,20,57.859,9933775,11
ERR3274948,199,40,119.613,15075377,9
SRR10204416,300,63,187.505,10000000,59
SRR12529101,300,19,55.288000000000004,10000000,2
ERR10503228,299,19,54.649,10033445,11
ERR9973194,302,25,72.417,9933775,8
SRR29093007,300,23,66.242,10000000,19
SRR22163828,284,31,92.775,10563381,30
SRR7186484,300,21,62.303000000000004,10000000,21
SRR19221414,300,11,30.234,10000000,8
SRR23162951,302,12,33.871,9933775,12
SRR22943982,95,24,69.574,31578948,13
SRR14689476,302,21,60.033,9933775,4
SRR22580799,302,14,39.237,9933775,4
SRR18653130,300,42,125.413,10000000,25
SRR28001883,300,17,50.297000000000004,10000000,1
ERR12177223,300,31,91.169,10000000,21
SRR6788424,300,56,166.047,10000000,18
SRR10204416,300,63,187.505,10000000,54
SRR12153471,302,17,49.112,9933775,14
SRR30952578,302,37,110.2,9933775,12
SRR13001968,302,36,107.997,9933775,31
SRR31534977,298,12,35.936,10067115,6
SRR5260498,300,11,32.872,10000000,3
SRR2902415,200,14,40.849000000000004,15000000,8
SRR22585838,299,17,48.927,10033445,6
SRR28961227,302,28,81.498,9933775,8
SRR873605,300,24,69.184,10000000,1
SRR408195,299,35,103.13,10033445,28
SRR6958471,302,12,35.951,9933775,8
SRR21662988,302,19,56.908,9933775,18
SRR27128292,300,25,74.145,10000000,25
SRR15313072,300,40,117.783,10000000,22
SRR14879651,300,28,81.169,10000000,7
SRR30757747,300,42,123.04,10000000,24
SRR30952571,302,21,62.53,9933775,13
SRR28925576,302,13,38.673,9933775,12
ERR3415529,149,30,89.997,20134229,29
SRR29932439,302,21,62.779,9933775,21
ERR13081217,74,20,58.14,40540541,13
ERR3414584,292,11,30.141000000000002,10273973,7
ERR12161538,300,12,35.055,10000000,4
SRR17827871,299,38,113.251,10033445,35
SRR6218665,300,18,52.146,10000000,10
SRR24041371,292,14,40.829,10273973,9
SRR23081785,302,55,162.524,9933775,33
SRR28416755,302,27,78.455,9933775,9
SRR6787519,300,61,182.786,10000000,38
SRR31169009,302,12,35.442,9933775,1
SRR27869079,300,12,34.571,10000000,12
SRR18067458,253,33,97.21600000000001,11857708,24
SRR398975,302,28,82.816,9933775,13
SRR26114376,302,13,36.925000000000004,9933775,4
SRR23162950,302,14,39.160000000000004,9933775,1
SRR9662894,302,16,47.36,9933775,7
SRR30265283,272,11,32.667,11029412,4
SRR16971108,300,24,69.287,10000000,19
SRR21856590,302,26,75.208,9933775,26
SRR2637699,202,34,99.601,14851486,12
SRR7448321,298,37,109.214,10067115,2
SRR873600,300,23,67.186,10000000,9
SRR28520274,302,31,90.605,9933775,15
SRR23272295,300,34,100.84,10000000,22
ERR1883884,252,18,52.105000000000004,11904762,4
SRR22098105,302,55,164.357,9933775,11
SRR26090903,302,22,63.97,9933775,3
SRR9866651,300,11,31.975,10000000,11
SRR18653132,300,21,61.533,10000000,15
ERR599220,199,11,32.082,15075377,7
SRR18067609,256,31,92.555,11718750,8
ERR3454443,149,30,89.997,20134229,8
SRR14699982,298,42,123.232,10067115,38
SRR8451835,302,36,105.908,9933775,2
SRR31358916,300,11,31.787,10000000,8
ERR10921245,301,14,40.307,9966778,5
SRR10143174,302,20,57.226,9933775,11
SRR16100501,300,17,50.202,10000000,1
ERR10921322,301,19,54.516,9966778,1
ERR10048410,300,33,97.991,10000000,33
SRR15313069,256,34,101.423,11718750,3
SRR21487923,302,18,53.123,9933775,7
DRR525851,300,45,132.873,10000000,36
DRR525850,300,55,162.573,10000000,12
ERR3415696,149,30,89.997,20134229,27
SRR12529103,300,17,50.247,10000000,11
SRR24705142,292,12,34.294000000000004,10273973,9
SRR1267595,300,22,64.974,10000000,14
SRR22388328,302,15,44.867000000000004,9933775,12
SRR16971108,300,24,69.287,10000000,13
SRR22163826,279,35,103.875,10752689,1
SRR8695232,302,11,31.650000000000002,9933775,6
SRR8543131,302,20,58.017,9933775,19
SRR24098306,310,14,39.308,9677420,4
SRR23272276,300,39,116.875,10000000,20
SRR18067261,270,26,75.425,11111112,16
SRR17827898,299,36,107.721,10033445,23
ERR10753961,302,46,135.647,9933775,6
SRR31656001,302,22,64.975,9933775,10
SRR11435095,280,13,36.769,10714286,11
ERR5859554,282,24,69.391,10638298,23
SRR23274245,302,36,105.71000000000001,9933775,20
SRR22387844,302,12,34.204,9933775,1
ERR3365352,149,30,89.997,20134229,26
SRR3195491,300,32,95.235,10000000,26
SRR28925565,302,19,56.514,9933775,7
SRR26718047,302,22,65.24,9933775,22
ERR868378,196,13,36.618,15306123,3
SRR14739669,300,21,62.939,10000000,21
SRR3989434,300,16,47.573,10000000,11
ERR4670284,302,51,150.345,9933775,13
SRR14878424,302,46,135.132,9933775,39
SRR21663018,302,15,42.518,9933775,13
SRR8451815,300,28,83.922,10000000,3
SRR16971104,300,31,92.82600000000001,10000000,8
ERR10503260,296,20,57.193,10135136,3
SRR28520271,302,29,86.86,9933775,25
ERR12319601,297,65,192.072,10101011,62
SRR14699987,300,41,121.14,10000000,38
ERR13325278,442,39,115.946,6787331,3
SRR12529079,300,20,57.017,10000000,5
SRR26209553,302,16,46.94,9933775,10
SRR30952580,302,37,109.411,9933775,32
ERR10493358,126,19,55.698,23809524,12
SRR30951393,302,34,99.687,9933775,6
SRR23274228,300,44,130.335,10000000,42
SRR26718032,302,16,47.926,9933775,5
SRR31168975,302,13,37.356,9933775,6
SRR18502803,302,45,134.104,9933775,4
SRR31323330,300,12,34.94,10000000,7
ERR10509551,300,20,59.331,10000000,13
ERR10921434,301,24,70.634,9966778,22
SRR2657229,202,49,146.647,14851486,37
SRR14117195,300,11,30.618000000000002,10000000,8
SRR29398446,302,11,32.881,9933775,2
ERR10921566,300,20,57.055,10000000,8
ERR10921327,300,17,50.582,10000000,4
ERR7445234,295,14,39.731,10169492,2
SRR16555208,300,24,70.224,10000000,24
SRR29660185,300,33,97.876,10000000,4
SRR28004156,300,52,154.008,10000000,12
SRR5683559,302,15,42.483000000000004,9933775,5
ERR12541592,302,14,40.937,9933775,2
SRR15145663,302,30,89.732,9933775,21
SRR18649392,302,19,55.005,9933775,7
SRR32129083,300,13,36.011,10000000,13
SRR22387973,302,17,49.9,9933775,7
SRR20627842,302,17,50.471000000000004,9933775,8
DRR438531,300,13,36.889,10000000,10
ERR11270482,202,12,34.681,14851486,9
SRR8451837,302,33,96.346,9933775,1
SRR29340342,300,13,37.654,10000000,13
SRR29213176,302,20,57.737,9933775,20
SRR13201269,300,13,37.7,10000000,2
SRR30303704,299,14,41.847,10033445,3
SRR23264968,300,13,38.703,10000000,1
SRR30952590,302,56,166.37,9933775,38
SRR22299278,302,12,34.585,9933775,3
SRR30952600,302,41,122.272,9933775,15
SRR12358632,250,19,56.795,12000000,13
SRR10051527,300,27,80.96900000000001,10000000,18
